Variable Name;Variable File;Variable Line;Fault Injection Time(s);Injection Time Interval;Fault Model;Detected
index;kmeans_clustering.c;83;5.631662845611572;0-55;Zero bit-flip;1
attributes;cluster.c;80;6.237893342971802;0-55;Zero bit-flip;1
pt2;kmeans_clustering.c;102;33.11878705024719;0-55;Zero bit-flip;1
attributes;cluster.c;80;5.5622172355651855;0-55;Zero bit-flip;1
new_centers;kmeans_clustering.c;126;25.24656319618225;0-55;Zero bit-flip;1
npoints;kmeans_clustering.c;118;13.451707124710083;0-55;Zero bit-flip;1
nfeatures;kmeans_clustering.c;117;14.033423662185669;0-55;Zero bit-flip;1
timing;kmeans.c;271;2.5005109310150146;0-55;Zero bit-flip;1
attributes;cluster.c;80;5.704561233520508;0-55;Zero bit-flip;1
i;kmeans_clustering.c;124;20.445581912994385;0-55;Zero bit-flip;1
cluster_centres;kmeans.c;108;15.824487209320068;0-55;Zero bit-flip;1
j;kmeans.c;111;2.6139166355133057;0-55;Zero bit-flip;1
j;kmeans_clustering.c;124;4.28207540512085;0-55;Zero bit-flip;1
tid;kmeans_clustering.c;186;4.280656337738037;0-55;Zero bit-flip;1
feature;kmeans_clustering.c;116;13.160895586013794;0-55;LSB bit-flip;1
new_centers_len;kmeans_clustering.c;125;12.29652714729309;0-55;LSB bit-flip;1
pts;kmeans_clustering.c;80;17.99459719657898;0-55;LSB bit-flip;1
pt1;kmeans_clustering.c;101;43.096096992492676;0-55;LSB bit-flip;1
ans;kmeans_clustering.c;106;7.097017765045166;0-55;LSB bit-flip;1
pt1;kmeans_clustering.c;101;9.041459560394287;0-55;LSB bit-flip;1
nthreads;kmeans_clustering.c;132;6.211010456085205;0-55;LSB bit-flip;1
ans;kmeans_clustering.c;106;8.169638395309448;0-55;LSB bit-flip;1
threshold;kmeans_clustering.c;120;5.184818744659424;0-55;LSB bit-flip;1
ans;kmeans_clustering.c;106;41.51068162918091;0-55;LSB bit-flip;1
partial_new_centers_len;kmeans_clustering.c;133;6.218843936920166;0-55;LSB bit-flip;1
pt;kmeans_clustering.c;78;16.15621590614319;0-55;LSB bit-flip;1
nfeatures;kmeans_clustering.c;117;8.433853387832642;0-55;LSB bit-flip;1
partial_new_centers_len;kmeans_clustering.c;133;29.273144721984863;0-55;LSB bit-flip;1
pt1;kmeans_clustering.c;101;36.26207756996155;0-55;LSB bit-flip;1
threshold;kmeans.c;266;3.7872560024261475;0-55;LSB bit-flip;1
ans;kmeans_clustering.c;106;12.21793508529663;0-55;LSB bit-flip;1
loop;kmeans_clustering.c;124;37.29466795921326;0-55;LSB bit-flip;1
pt1;kmeans_clustering.c;101;20.534387588500977;0-55;LSB bit-flip;1
min_dist;kmeans_clustering.c;84;4.583844423294067;0-55;LSB bit-flip;1
pt2;kmeans_clustering.c;102;9.082127809524536;0-55;LSB bit-flip;1
nclusters;kmeans_clustering.c;119;27.309897661209106;0-55;LSB bit-flip;1
loop;kmeans_clustering.c;124;43.55204248428345;0-55;LSB bit-flip;1
attributes;cluster.c;80;10.576813697814941;0-55;LSB bit-flip;1
new_centers_len;kmeans_clustering.c;125;21.18435287475586;0-55;LSB bit-flip;1
pt;kmeans_clustering.c;78;15.167872190475464;0-55;LSB bit-flip;1
pt2;kmeans_clustering.c;102;33.27135944366455;0-55;LSB bit-flip;1
threshold;kmeans_clustering.c;120;9.65845513343811;0-55;LSB bit-flip;1
ans;kmeans_clustering.c;106;31.590158939361572;0-55;LSB bit-flip;1
attributes;cluster.c;80;42.303664207458496;0-55;LSB bit-flip;1
nclusters;kmeans_clustering.c;119;36.75448560714722;0-55;LSB bit-flip;1
pts;kmeans_clustering.c;80;9.543151140213013;0-55;LSB bit-flip;1
pt2;kmeans_clustering.c;102;6.0655083656311035;0-55;LSB bit-flip;1
pt1;kmeans_clustering.c;101;10.899775981903076;0-55;LSB bit-flip;1
partial_new_centers_len;kmeans_clustering.c;133;7.818418979644775;0-55;LSB bit-flip;1
pt1;kmeans_clustering.c;101;10.849102973937988;0-55;LSB bit-flip;1
min_dist;kmeans_clustering.c;84;21.07577681541443;0-55;LSB bit-flip;1
nclusters;kmeans_clustering.c;119;16.37139892578125;0-55;LSB bit-flip;1
pt2;kmeans_clustering.c;102;16.087233543395996;0-55;LSB bit-flip;1
loop;kmeans_clustering.c;124;15.567380428314209;0-55;LSB bit-flip;1
pt2;kmeans_clustering.c;102;25.87866520881653;0-55;LSB bit-flip;1
i;kmeans_clustering.c;105;1.6815705299377441;0-55;LSB bit-flip;1
partial_new_centers;kmeans_clustering.c;134;7.199672222137451;0-55;LSB bit-flip;1
min_dist;kmeans_clustering.c;84;9.95453953742981;0-55;LSB bit-flip;1
pt1;kmeans_clustering.c;101;27.375941276550293;0-55;LSB bit-flip;1
pt;kmeans_clustering.c;78;20.43239188194275;0-55;LSB bit-flip;1
i;kmeans_clustering.c;105;16.87685203552246;0-55;LSB bit-flip;1
partial_new_centers_len;kmeans_clustering.c;133;2.1020925045013428;0-55;LSB bit-flip;1
pt2;kmeans_clustering.c;102;18.0636625289917;0-55;LSB bit-flip;1
feature;kmeans_clustering.c;116;2.320237636566162;0-55;LSB bit-flip;1
pts;kmeans_clustering.c;80;46.37582850456238;0-55;LSB bit-flip;1
pt1;kmeans_clustering.c;101;3.047161817550659;0-55;LSB bit-flip;1
new_centers_len;kmeans_clustering.c;125;4.423175096511841;0-55;LSB bit-flip;1
pt1;kmeans_clustering.c;101;22.37059783935547;0-55;LSB bit-flip;1
i;kmeans_clustering.c;83;36.07066464424133;0-55;LSB bit-flip;1
ans;kmeans_clustering.c;106;0.8836715221405029;0-55;LSB bit-flip;1
pt;kmeans_clustering.c;78;3.6552491188049316;0-55;LSB bit-flip;1
new_centers_len;kmeans_clustering.c;125;48.750407218933105;0-55;LSB bit-flip;1
loop;kmeans_clustering.c;124;29.93042755126953;0-55;LSB bit-flip;1
loop;kmeans_clustering.c;124;9.638546466827393;0-55;LSB bit-flip;1
min_dist;kmeans_clustering.c;84;3.830909490585327;0-55;LSB bit-flip;1
loop;kmeans_clustering.c;124;13.23686408996582;0-55;LSB bit-flip;1
min_dist;kmeans_clustering.c;84;39.91444134712219;0-55;LSB bit-flip;1
pts;kmeans_clustering.c;80;20.226836919784546;0-55;LSB bit-flip;1
ans;kmeans_clustering.c;106;22.34327268600464;0-55;LSB bit-flip;1
pt2;kmeans_clustering.c;102;2.5408575534820557;0-55;LSB bit-flip;1
loop;kmeans_clustering.c;124;34.346439599990845;0-55;LSB bit-flip;1
nfeatures;kmeans_clustering.c;79;17.13052797317505;0-55;LSB bit-flip;1
pt1;kmeans_clustering.c;101;4.360460042953491;0-55;LSB bit-flip;1
ans;kmeans_clustering.c;106;5.807586908340454;0-55;LSB bit-flip;1
pt2;kmeans_clustering.c;102;12.778091430664062;0-55;LSB bit-flip;1
pt;kmeans_clustering.c;78;21.133058309555054;0-55;LSB bit-flip;1
partial_new_centers_len;kmeans_clustering.c;133;6.17388391494751;0-55;LSB bit-flip;1
new_centers_len;kmeans_clustering.c;125;5.962343454360962;0-55;LSB bit-flip;1
ans;kmeans_clustering.c;106;7.043382167816162;0-55;LSB bit-flip;1
pt1;kmeans_clustering.c;101;2.0212361812591553;0-55;LSB bit-flip;1
new_centers_len;kmeans_clustering.c;125;29.988880157470703;0-55;LSB bit-flip;1
pts;kmeans_clustering.c;80;4.075480222702026;0-55;LSB bit-flip;1
nthreads;kmeans_clustering.c;132;7.760306358337402;0-55;LSB bit-flip;1
pt;kmeans_clustering.c;78;3.8311216831207275;0-55;LSB bit-flip;1
numdims;kmeans_clustering.c;103;38.709572076797485;0-55;LSB bit-flip;1
loop;kmeans_clustering.c;124;15.68385934829712;0-55;LSB bit-flip;1
feature;kmeans_clustering.c;116;17.982996702194214;0-55;LSB bit-flip;1
pt;kmeans_clustering.c;78;4.505828619003296;0-55;LSB bit-flip;1
delta;kmeans_clustering.c;128;27.30436062812805;0-55;LSB bit-flip;1
min_dist;kmeans_clustering.c;84;9.685731649398804;0-55;LSB bit-flip;1
ans;kmeans_clustering.c;106;3.9244823455810547;0-55;LSB bit-flip;1
numObjects;cluster.c;78;24.84646964073181;0-55;LSB bit-flip;1
k;kmeans_clustering.c;124;9.483948230743408;0-55;LSB bit-flip;1
nclusters;cluster.c;81;2.3786532878875732;0-55;LSB bit-flip;1
dist;kmeans_clustering.c;88;13.51569151878357;0-55;LSB bit-flip;1
partial_new_centers_len;kmeans_clustering.c;133;39.687389850616455;0-55;LSB bit-flip;1
data2;kmeans.c;272;26.22049379348755;0-55;LSB bit-flip;1
numAttributesGlobal;kmeans.c;87;4.795148134231567;0-55;LSB bit-flip;1
pt1;kmeans_clustering.c;101;11.925610065460205;0-55;LSB bit-flip;1
loop;kmeans_clustering.c;124;13.323756694793701;0-55;LSB bit-flip;1
pt1;kmeans_clustering.c;101;11.864157676696777;0-55;LSB bit-flip;1
attributes;cluster.c;80;13.168510437011719;0-55;LSB bit-flip;1
nfeatures;kmeans_clustering.c;117;12.023431301116943;0-55;LSB bit-flip;1
delta;kmeans_clustering.c;128;31.153152465820312;0-55;LSB bit-flip;1
pt1;kmeans_clustering.c;101;3.948821544647217;0-55;LSB bit-flip;1
numdims;kmeans_clustering.c;103;2.326293706893921;0-55;LSB bit-flip;1
npts;kmeans_clustering.c;81;1.9204514026641846;0-55;LSB bit-flip;1
npoints;kmeans_clustering.c;118;4.674341440200806;0-55;LSB bit-flip;1
