Variable Name;Variable File;Variable Line;Fault Injection Time(s);Injection Time Interval;Fault Model;Detected
min_dist;kmeans_clustering.c;84;29.852046012878418;28-41;Random bit-flip;1
pt2;kmeans_clustering.c;102;29.625728607177734;28-41;Random bit-flip;1
nfeatures;kmeans_clustering.c;118;29.652191162109375;28-41;Random bit-flip;1
attributes_dup;cluster.c;82;32.16559553146362;28-41;Random bit-flip;1
nclusters;kmeans_clustering.c;121;33.38787865638733;28-41;Random bit-flip;1
delta;kmeans_clustering.c;133;35.431241512298584;28-41;Random bit-flip;1
nfeatures;kmeans_clustering.c;118;29.14954161643982;28-41;Random bit-flip;1
ans;kmeans_clustering.c;106;30.40643572807312;28-41;Random bit-flip;1
partial_new_centers_len_dup;kmeans_clustering.c;138;30.380298137664795;28-41;Random bit-flip;1
npoints;kmeans_clustering.c;120;32.50260829925537;28-41;Random bit-flip;1
nclusters_dup;kmeans_clustering.c;122;31.227394580841064;28-41;Random bit-flip;1
nthreads_dup;kmeans_clustering.c;137;29.295825958251953;28-41;Random bit-flip;1
nclusters;kmeans_clustering.c;121;34.990819215774536;28-41;Random bit-flip;1
partial_new_centers;kmeans_clustering.c;139;31.775565147399902;28-41;Random bit-flip;1
pt1;kmeans_clustering.c;101;33.58902597427368;28-41;Random bit-flip;1
ans;kmeans_clustering.c;106;29.53149652481079;28-41;Random bit-flip;1
ans;kmeans_clustering.c;106;30.938847064971924;28-41;Random bit-flip;1
nthreads_dup;kmeans_clustering.c;137;34.555373668670654;28-41;Random bit-flip;1
new_centers_len_dup;kmeans_clustering.c;130;38.660847902297974;28-41;Random bit-flip;1
nfeatures;kmeans_clustering.c;118;30.12234091758728;28-41;Random bit-flip;1
i;kmeans_clustering.c;105;38.82401728630066;28-41;Random bit-flip;1
nthreads_dup;kmeans_clustering.c;137;28.649858474731445;28-41;Random bit-flip;1
ans;kmeans_clustering.c;106;29.324058771133423;28-41;Random bit-flip;1
npoints;kmeans_clustering.c;120;29.66666269302368;28-41;Random bit-flip;1
nfeatures;kmeans_clustering.c;79;28.707775354385376;28-41;Random bit-flip;1
attributes_dup;cluster.c;82;28.337043285369873;28-41;Random bit-flip;1
nfeatures;kmeans_clustering.c;118;30.04552412033081;28-41;Random bit-flip;1
pts;kmeans_clustering.c;80;34.08449053764343;28-41;Random bit-flip;1
nfeatures_dup;kmeans_clustering.c;119;37.80527329444885;28-41;Random bit-flip;1
numAttributes;kmeans.c;203;33.34696316719055;28-41;Random bit-flip;0
nclusters;kmeans.c;153;33.58529281616211;28-41;Random bit-flip;0
nclusters;kmeans.c;153;33.55510926246643;28-41;Random bit-flip;0
nclusters_dup;kmeans_clustering.c;122;57.02667498588562;56-65;LSB bit-flip;1
pt1;kmeans_clustering.c;101;61.4886200428009;56-65;LSB bit-flip;1
ans;kmeans_clustering.c;106;58.1608464717865;56-65;LSB bit-flip;1
min_dist;kmeans_clustering.c;84;60.89291787147522;56-65;LSB bit-flip;1
feature_dup;kmeans_clustering.c;117;56.80076313018799;56-65;LSB bit-flip;1
pt1;kmeans_clustering.c;101;57.04180932044983;56-65;LSB bit-flip;1
pt;kmeans_clustering.c;78;60.646892786026;56-65;LSB bit-flip;1
nclusters_dup;kmeans_clustering.c;122;59.211483001708984;56-65;LSB bit-flip;1
nfeatures_dup;kmeans_clustering.c;119;58.73743939399719;56-65;LSB bit-flip;1
i;kmeans_clustering.c;83;58.95950937271118;56-65;LSB bit-flip;1
pt2;kmeans_clustering.c;102;58.69395089149475;56-65;LSB bit-flip;1
i;kmeans_clustering.c;83;56.81946659088135;56-65;LSB bit-flip;1
min_dist;kmeans_clustering.c;84;60.08236384391785;56-65;LSB bit-flip;1
pt1;kmeans_clustering.c;101;57.72907376289368;56-65;LSB bit-flip;1
pt2;kmeans_clustering.c;102;56.97583222389221;56-65;LSB bit-flip;1
pt;kmeans_clustering.c;78;59.62351942062378;56-65;LSB bit-flip;1
feature_dup;kmeans_clustering.c;117;61.44582438468933;56-65;LSB bit-flip;1
pts;kmeans_clustering.c;80;59.5133376121521;56-65;LSB bit-flip;1
feature_dup;kmeans_clustering.c;117;60.48192548751831;56-65;LSB bit-flip;1
attributes_dup;kmeans.c;202;57.224069595336914;56-65;LSB bit-flip;1
pt;kmeans_clustering.c;78;56.985286712646484;56-65;LSB bit-flip;1
partial_new_centers_len_dup;kmeans_clustering.c;138;58.77383017539978;56-65;LSB bit-flip;1
pt;kmeans_clustering.c;78;57.50124526023865;56-65;LSB bit-flip;1
feature_dup;kmeans_clustering.c;117;60.298768043518066;56-65;LSB bit-flip;1
partial_new_centers_len_dup;kmeans_clustering.c;138;59.33973431587219;56-65;LSB bit-flip;1
numdims;kmeans_clustering.c;103;61.8206512928009;56-65;LSB bit-flip;1
ans;kmeans_clustering.c;106;58.60458183288574;56-65;LSB bit-flip;1
min_dist;kmeans_clustering.c;84;56.88649034500122;56-65;LSB bit-flip;1
min_dist;kmeans_clustering.c;84;56.82717752456665;56-65;LSB bit-flip;1
pt1;kmeans_clustering.c;101;63.06980538368225;56-65;LSB bit-flip;1
pt2;kmeans_clustering.c;102;61.24484324455261;56-65;LSB bit-flip;1
pt2;kmeans_clustering.c;102;59.21097707748413;56-65;LSB bit-flip;1
nfeatures_dup;kmeans_clustering.c;119;58.89847922325134;56-65;LSB bit-flip;1
i;kmeans_clustering.c;105;59.8986234664917;56-65;LSB bit-flip;1
npoints;kmeans_clustering.c;120;56.61842060089111;56-65;LSB bit-flip;1
pt;kmeans_clustering.c;78;57.16107106208801;56-65;LSB bit-flip;1
threshold;kmeans_clustering.c;123;57.70565748214722;56-65;LSB bit-flip;1
attributes_dup;cluster.c;82;57.952669620513916;56-65;LSB bit-flip;1
pt2;kmeans_clustering.c;102;56.311481952667236;56-65;LSB bit-flip;1
clusters_dup;kmeans_clustering.c;132;59.35628628730774;56-65;LSB bit-flip;1
feature_dup;kmeans_clustering.c;117;62.60584235191345;56-65;LSB bit-flip;1
pt1;kmeans_clustering.c;101;60.6373872756958;56-65;LSB bit-flip;1
pt;kmeans_clustering.c;78;56.884868144989014;56-65;LSB bit-flip;1
attributes_dup;cluster.c;82;56.37792944908142;56-65;LSB bit-flip;1
feature_dup;kmeans_clustering.c;117;56.758782386779785;56-65;LSB bit-flip;1
pt1;kmeans_clustering.c;101;60.39404368400574;56-65;LSB bit-flip;1
i;kmeans_clustering.c;105;57.93662118911743;56-65;LSB bit-flip;1
partial_new_centers_len_dup;kmeans_clustering.c;138;61.06550908088684;56-65;LSB bit-flip;1
partial_new_centers_dup;kmeans_clustering.c;139;62.61127233505249;56-65;LSB bit-flip;1
pt2;kmeans_clustering.c;102;60.11221218109131;56-65;LSB bit-flip;1
nclusters_dup;kmeans_clustering.c;122;59.42245292663574;56-65;LSB bit-flip;1
pt;kmeans_clustering.c;78;58.74584913253784;56-65;LSB bit-flip;1
j;kmeans_clustering.c;129;57.710521936416626;56-65;LSB bit-flip;1
clusters_dup;kmeans_clustering.c;132;57.699671030044556;56-65;LSB bit-flip;1
pt1;kmeans_clustering.c;101;59.41472411155701;56-65;LSB bit-flip;1
i;kmeans_clustering.c;105;59.828415632247925;56-65;LSB bit-flip;1
clusters;kmeans_clustering.c;132;59.1048800945282;56-65;LSB bit-flip;1
attributes_dup;kmeans.c;202;62.42381691932678;56-65;LSB bit-flip;1
i;kmeans_clustering.c;105;56.41130471229553;56-65;LSB bit-flip;1
ans;kmeans_clustering.c;106;57.264636754989624;56-65;LSB bit-flip;1
pt;kmeans_clustering.c;78;57.22452974319458;56-65;LSB bit-flip;1
pt2;kmeans_clustering.c;102;61.01570439338684;56-65;LSB bit-flip;1
pt1;kmeans_clustering.c;101;57.40048384666443;56-65;LSB bit-flip;1
pt1;kmeans_clustering.c;101;58.549731492996216;56-65;LSB bit-flip;1
nfeatures_dup;kmeans_clustering.c;119;60.41202425956726;56-65;LSB bit-flip;1
partial_new_centers_len_dup;kmeans_clustering.c;138;57.54112720489502;56-65;LSB bit-flip;1
pt1;kmeans_clustering.c;101;61.42680501937866;56-65;LSB bit-flip;1
new_centers_len_dup;kmeans_clustering.c;130;57.093883752822876;56-65;LSB bit-flip;1
loop_dup;kmeans_clustering.c;129;58.73146891593933;56-65;LSB bit-flip;1
nfeatures_dup;kmeans_clustering.c;119;58.781221866607666;56-65;LSB bit-flip;1
ans;kmeans_clustering.c;106;59.607588052749634;56-65;LSB bit-flip;1
clusters_dup;kmeans_clustering.c;132;57.21398639678955;56-65;LSB bit-flip;1
min_dist;kmeans_clustering.c;84;58.13357186317444;56-65;LSB bit-flip;1
loop_dup;kmeans_clustering.c;129;59.36693620681763;56-65;LSB bit-flip;1
ans;kmeans_clustering.c;106;58.244805335998535;56-65;LSB bit-flip;1
ans;kmeans_clustering.c;106;61.45990347862244;56-65;LSB bit-flip;1
min_dist;kmeans_clustering.c;84;60.15069389343262;56-65;LSB bit-flip;1
min_dist;kmeans_clustering.c;84;57.29055213928223;56-65;LSB bit-flip;1
pt1;kmeans_clustering.c;101;56.34403204917908;56-65;LSB bit-flip;1
min_dist;kmeans_clustering.c;84;56.62908458709717;56-65;LSB bit-flip;1
partial_new_centers_len_dup;kmeans_clustering.c;138;59.4682343006134;56-65;LSB bit-flip;1
pt;kmeans_clustering.c;78;58.820366859436035;56-65;LSB bit-flip;1
clusters;kmeans_clustering.c;132;57.80758619308472;56-65;LSB bit-flip;1
clusters_dup;kmeans_clustering.c;132;58.61617469787598;56-65;LSB bit-flip;1
ans;kmeans_clustering.c;106;56.119844913482666;56-65;LSB bit-flip;1
min_dist;kmeans_clustering.c;84;58.41179442405701;56-65;LSB bit-flip;1
pt1;kmeans_clustering.c;101;57.71149921417236;56-65;LSB bit-flip;1
feature_dup;kmeans_clustering.c;117;60.567628622055054;56-65;LSB bit-flip;1
new_centers_len_dup;kmeans_clustering.c;130;57.88422393798828;56-65;LSB bit-flip;1
numAttributes;kmeans.c;203;60.07589054107666;56-65;LSB bit-flip;0
