5.361e+08 -7.7259e+05
-2.0869e+05 1.7172e+08
-1.1252e+05 8.5845e+07
-1.1728e+05 5.7056e+07
-64394 4.2907e+07
-1.2797e+05 3.4635e+07
-68045 2.8524e+07
-1.3988e+05 2.4523e+07
-40353 2.1438e+07
-81535 1.8958e+07
-73525 1.7315e+07
-13825 1.5542e+07
-42804 1.4257e+07
-90568 1.3222e+07
-78736 1.226e+07
-1.5622e+05 1.1572e+07
-28267 1.0704e+07
-2.2346e+05 1.0022e+07
-49693 9.477e+06
-23593 9.0493e+06
-45670 8.6544e+06
-37475 8.2705e+06
-15611 7.7698e+06
-26988 7.4314e+06
-29863 7.1237e+06
-50480 6.7819e+06
-53937 6.6096e+06
-34470 6.3103e+06
-47839 6.1279e+06
-83657 5.9811e+06
-86674 5.7852e+06
-53787 5.6049e+06
-22225 5.3364e+06
-1.6179e+05 5.1897e+06
-1.2025e+05 5.0096e+06
-69522 4.844e+06
-33372 4.7366e+06
-19577 4.674e+06
-20333 4.5238e+06
-29063 4.4314e+06
-31371 4.324e+06
-31829 4.1853e+06
-27352 4.1343e+06
-17937 3.9821e+06
-16238 3.8835e+06
-20412 3.8039e+06
-21911 3.7151e+06
-37607 3.6633e+06
-23188 3.5567e+06
-63273 3.4289e+06
-33562 3.3901e+06
-29380 3.3512e+06
-35421 3.3034e+06
-33077 3.2556e+06
-25587 3.1545e+06
-29418 3.1047e+06
-32182 3.0617e+06
-43507 2.9919e+06
-50337 2.9897e+06
-45759 2.9217e+06
-51705 2.8914e+06
-59841 2.8642e+06
-35295 2.8019e+06
56561 2.7222e+06
-19146 2.6528e+06
-90337 2.6445e+06
-89249 2.5939e+06
-80373 2.5397e+06
-68418 2.5035e+06
-56005 2.4855e+06
-43060 2.4213e+06
-33037 2.3955e+06
-24948 2.3664e+06
-20233 2.3269e+06
-18249 2.3364e+06
-17187 2.2847e+06
-18527 2.261e+06
-21160 2.2439e+06
-22924 2.2152e+06
-26681 2.2078e+06
-24070 2.1587e+06
-30625 2.1041e+06
-24239 2.092e+06
-22255 2.0825e+06
-22093 2.0662e+06
-20332 2.0466e+06
-17321 1.9906e+06
-16929 1.9641e+06
-16332 1.9402e+06
-17724 1.8985e+06
-18574 1.9014e+06
-16835 1.8664e+06
-19189 1.8567e+06
-25072 1.8509e+06
-27103 1.8311e+06
-23783 1.8185e+06
-19742 1.7731e+06
-45215 1.7354e+06
-39776 1.7138e+06
-31423 1.6961e+06
-24969 1.6942e+06
-22669 1.7027e+06
-22994 1.6751e+06
-25308 1.6656e+06
-25983 1.6503e+06
-25962 1.6217e+06
-24883 1.6273e+06
-21730 1.5925e+06
-21012 1.5765e+06
-22336 1.5663e+06
-22939 1.5519e+06
-28926 1.5499e+06
-24291 1.5284e+06
-39918 1.4879e+06
-30016 1.4953e+06
-29709 1.4979e+06
-33504 1.494e+06
-33771 1.49e+06
-31174 1.4603e+06
-33227 1.4514e+06
-34199 1.4444e+06
-37838 1.4223e+06
-38306 1.4315e+06
-31151 1.4081e+06
-25991 1.4002e+06
-16559 1.3911e+06
20034 1.3609e+06
1.3124e+05 1.3048e+06
-17428 1.311e+06
-49001 1.3377e+06
-53425 1.3215e+06
-53772 1.3046e+06
-52882 1.296e+06
-51492 1.2956e+06
-48348 1.2692e+06
-45628 1.2616e+06
-42392 1.2504e+06
-39001 1.2335e+06
-36243 1.2421e+06
-32606 1.2179e+06
-29678 1.2099e+06
-27173 1.2066e+06
-24721 1.1973e+06
-23121 1.2019e+06
-20664 1.1812e+06
-20061 1.1637e+06
-18301 1.1629e+06
-17587 1.1666e+06
-17443 1.1675e+06
-17275 1.1656e+06
-16808 1.1419e+06
-17151 1.1353e+06
-17536 1.1295e+06
-18127 1.113e+06
-18897 1.1215e+06
-18921 1.1064e+06
-19777 1.107e+06
-21193 1.1101e+06
-21744 1.1035e+06
-21284 1.0998e+06
-20274 1.076e+06
-24661 1.0617e+06
-23467 1.0515e+06
-21715 1.0434e+06
-20382 1.0453e+06
-19858 1.0542e+06
-19428 1.0407e+06
-19600 1.0385e+06
-19365 1.0321e+06
-18909 1.017e+06
-18539 1.0228e+06
-17366 1.003e+06
-16853 9.9469e+05
-16828 9.8964e+05
-16668 9.8165e+05
-17772 9.8099e+05
-16390 9.685e+05
-19495 9.4222e+05
-16981 9.4875e+05
-16736 9.5158e+05
-17473 9.501e+05
-17433 9.4923e+05
-16571 9.3276e+05
-17195 9.2927e+05
-17745 9.2744e+05
-19331 9.1562e+05
-20860 9.25e+05
-20511 9.1508e+05
-21789 9.1495e+05
-23489 9.1509e+05
-20168 9.0881e+05
-5870.6 9.0738e+05
-17910 8.8126e+05
-30299 8.7538e+05
-30670 8.6706e+05
-29594 8.5843e+05
-27920 8.5616e+05
-26127 8.6006e+05
-23793 8.4758e+05
-22073 8.4774e+05
-20595 8.461e+05
-19657 8.399e+05
-19616 8.5095e+05
-19282 8.3912e+05
-19662 8.369e+05
-20402 8.3679e+05
-20865 8.3231e+05
-21984 8.3543e+05
-21207 8.2367e+05
-22764 8.0778e+05
-21149 8.1036e+05
-20702 8.132e+05
-20693 8.1298e+05
-20198 8.1169e+05
-19052 7.9585e+05
-18865 7.9114e+05
-18632 7.8733e+05
-18913 7.7579e+05
-19372 7.8278e+05
-18726 7.7418e+05
-19637 7.7535e+05
-21840 7.7754e+05
-22694 7.7446e+05
-21746 7.7513e+05
-20276 7.6174e+05
-29708 7.4675e+05
-28018 7.4336e+05
-25199 7.4192e+05
-23162 7.4697e+05
-22770 7.5604e+05
-23100 7.4849e+05
-24420 7.4854e+05
